Adress,City,Street name,Postal code,Latitude,Longitude,Rooms,Property type,Elevator,Balcony/Terrace,Energy label,Price,Province,Days on Market,Link,Off. vurdering,Home size,Monthly expense,Ground size
Assensvej 21,Stenstrup,Assensvej 21,5771,55.113873,10.5352,4 værelser,Villa,,,E,995000,Fyn,374 dage,https://www.boligsiden.dk/addresses/0a3f50b2-7402-32b8-e044-0003ba298018,1.008.000,107,1.31,591
Oddervej 26,Nykøbing F,Oddervej 26,4800,54.800957,11.999516,4 værelser,Villa,,,D,1295000,Vest- og Sydsjælland,51 dage,https://www.boligsiden.dk/addresses/0a3f50b1-667b-32b8-e044-0003ba298018,790.000,122,1.355,1238
Frydsvej 20,Egtved,Frydsvej 20,6040,55.618744,9.296902,3 værelser,Villa,,,C,1645000,Sydjylland,57 dage,https://www.boligsiden.dk/addresses/0a3f50ba-6d7c-32b8-e044-0003ba298018,788.000,80,1.255,784
Bredkær Grønnevej 34,Egå,Bredkær Grønnevej 34,8250,56.2173,10.288697,4 værelser,Villa,,,A2015,6995000,Østjylland,51 dage,https://www.boligsiden.dk/addresses/0a3f50c2-8a25-32b8-e044-0003ba298018,7.379.000,164,4.439,616
Langesøvej 56,Vissenbjerg,Langesøvej 56,5492,55.40088,10.194886,4 værelser,Villa,,,D,850000,Fyn,41 dage,https://www.boligsiden.dk/addresses/0a3f50b6-0364-32b8-e044-0003ba298018,856.000,122,1.18,2351
Askelunden 31,Odder,Askelunden 31,8300,55.923412,10.246344,6 værelser,Villa,,,D,2695000,Østjylland,63 dage,https://www.boligsiden.dk/addresses/0a3f50c0-932d-32b8-e044-0003ba298018,1.859.000,128,1.915,707
Kringelborg Alle 11,Nykøbing F,Kringelborg Alle 11,4800,54.758392,11.902959,5 værelser,Villa,,,,1695000,Vest- og Sydsjælland,386 dage,https://www.boligsiden.dk/addresses/209e0041-57fb-4162-9a9e-acca6aa5b8e3,2.374.000,198,1.784,880
Solsortevej 6,Hjallerup,Solsortevej 6,9320,57.164806,10.148249,6 værelser,Villa,,,D,1695000,Nordjylland,65 dage,https://www.boligsiden.dk/addresses/0a3f50c7-1700-32b8-e044-0003ba298018,1.786.000,185,1.986,795
Bygaden 63A,Taastrup,Bygaden 63A,2630,55.651066,12.258699,5 værelser,Villa,,,D,4745000,Københavns omegn,71 dage,https://www.boligsiden.dk/addresses/0a3f50a5-a9a5-32b8-e044-0003ba298018,4.874.000,178,4.497,1157
Nordmarken 9,Sabro,Nordmarken 9,8471,56.225014,9.974226,5 værelser,Villa,,,A2015,4195000,Østjylland,182 dage,https://www.boligsiden.dk/addresses/f30d980e-71e1-4e0e-937a-fa961be055fd,3.912.000,190,3.876,1002
Granlunden 3,Bjæverskov,Granlunden 3,4632,55.45234,12.041478,4 værelser,Villa,,,C,3495000,Østsjælland,65 dage,https://www.boligsiden.dk/addresses/0a3f50ac-3b64-32b8-e044-0003ba298018,3.146.000,140,2.454,658
Struebjerg 16,Svendborg,Struebjerg 16,5700,55.066467,10.599013,3 værelser,Villa,,,F,2195000,Fyn,44 dage,https://www.boligsiden.dk/addresses/0a3f50b5-a50c-32b8-e044-0003ba298018,1.587.000,89,1.652,774
Valdemarsvej 2,Rungsted Kyst,Valdemarsvej 2,2960,55.88607,12.521118,6 værelser,Villa,,,E,12900000,Nordsjælland,189 dage,https://www.boligsiden.dk/addresses/0a3f50aa-2895-32b8-e044-0003ba298018,,158,7.341,985
Østervang 16,Tørring,Østervang 16,7160,55.835155,9.531959,7 værelser,Villa,,,,2200000,Østjylland,360 dage,https://www.boligsiden.dk/addresses/0a3f50bc-8a52-32b8-e044-0003ba298018,2.386.000,246,2.23,1076
Wulffsvej 2,Bredebro,Wulffsvej 2,6261,55.05996,8.817434,4 værelser,Villa,,,E,475000,Sydjylland,28 dage,https://www.boligsiden.dk/addresses/0a3f50b6-64d9-32b8-e044-0003ba298018,453.000,130,1.346,924
Grænge Skovvej 28,Toreby L,Grænge Skovvej 28,4891,54.77044,11.764987,4 værelser,Villa/Fritidsbolig,,,C,895000,Vest- og Sydsjælland,52 dage,https://www.boligsiden.dk/addresses/0a3f50b0-2d4f-32b8-e044-0003ba298018,441.000,121,1.4,864
Ahornsvinget 4,Holstebro,Ahornsvinget 4,7500,56.315712,8.601669,5 værelser,Villa,,,C,1645000,Vestjylland,40 dage,https://www.boligsiden.dk/addresses/0a3f50bd-e903-32b8-e044-0003ba298018,1.405.000,132,1.412,1393
Anlægsvej 5,Aalestrup,Anlægsvej 5,9620,56.69291,9.500639,3 værelser,Villa,,,E,655000,Nordjylland,Til salg i alt:61dage,https://www.boligsiden.dk/addresses/0a3f50c6-ac27-32b8-e044-0003ba298018,857.000,132,1.152,924
Vinkelvej 6,Gilleleje,Vinkelvej 6,3250,56.121597,12.285942,2 værelser,Villa,,,C,2645000,Nordsjælland,19 dage,https://www.boligsiden.dk/addresses/0a3f50a8-e615-32b8-e044-0003ba298018,1.863.000,64,2.298,1024
Søndervangen 64,Birkerød,Søndervangen 64,3460,55.83906,12.439848,6 værelser,Villa,,,D,6495000,Nordsjælland,9 dage,https://www.boligsiden.dk/addresses/0a3f50a7-fe63-32b8-e044-0003ba298018,5.208.000,155,6.06,1035
Vintervænget 30,Brønderslev,Vintervænget 30,9700,57.269573,9.938613,4 værelser,Villa,,,C,1295000,Nordjylland,68 dage,https://www.boligsiden.dk/addresses/0a3f50c7-0185-32b8-e044-0003ba298018,1.073.000,120,1.796,898
Havrevangen 29,Brædstrup,Havrevangen 29,8740,55.968376,9.604209,5 værelser,Villa,,,B,2495000,Østjylland,203 dage,https://www.boligsiden.dk/addresses/0a3f50ba-4113-32b8-e044-0003ba298018,1.947.000,178,1.58,997
Præstøvej 85,Faxe,Præstøvej 85,4640,55.2457,12.105331,3 værelser,Villa,,,G,945000,Vest- og Sydsjælland,Til salg i alt:231dage,https://www.boligsiden.dk/addresses/0a3f50af-7d61-32b8-e044-0003ba298018,926.000,77,1.473,894
Skanderborgvej 164,Viby J,Skanderborgvej 164,8260,56.131737,10.166857,5 værelser,Villa,,,D,3895000,Østjylland,40 dage,https://www.boligsiden.dk/addresses/0a3f50c4-1c2a-32b8-e044-0003ba298018,4.977.000,140,3.643,580
Gisselfeldvej 53,Herning,Gisselfeldvej 53,7400,56.155266,8.938288,4 værelser,Villa,,,D,1650000,Vestjylland,62 dage,https://www.boligsiden.dk/addresses/0a3f50bd-65b1-32b8-e044-0003ba298018,1.629.000,147,1.536,777
Herslev Bygade 17C,Fredericia,Herslev Bygade 17C,7000,55.58488,9.587661,6 værelser,Villa,,,E,1345000,Sydjylland,50 dage,https://www.boligsiden.dk/addresses/0a3f50ba-a007-32b8-e044-0003ba298018,1.079.000,121,1.271,838
Skolegade 11,Slagelse,Skolegade 11,4200,55.4037,11.358394,8 værelser,Villa,,,D,2545000,Vest- og Sydsjælland,709 dage,https://www.boligsiden.dk/addresses/0a3f50ae-b9a7-32b8-e044-0003ba298018,2.805.000,197,2.605,273
Søndre Strandvej 62A,Helsingør,Søndre Strandvej 62A,3000,56.02032,12.602242,8 værelser,Villa,,,E,13000000,Nordsjælland,308 dage,https://www.boligsiden.dk/addresses/0a3f50a9-8a67-32b8-e044-0003ba298018,,221,6.775,1078
Rimmervej 13,Roslev,Rimmervej 13,7870,56.78284,9.03369,7 værelser,Villa,,,E,875000,Vestjylland,70 dage,https://www.boligsiden.dk/addresses/0a3f50c5-dea8-32b8-e044-0003ba298018,420.000,121,1.226,1640
Ajstrupvej 57,Malling,Ajstrupvej 57,8340,56.041332,10.212617,5 værelser,Villa/Landejendom,,,,8450000,Østjylland,284 dage,https://www.boligsiden.dk/addresses/0a3f50c2-66b2-32b8-e044-0003ba298018,,249,4.613,7000
Vedby Vesterskovvej 2,Nørre Alslev,Vedby Vesterskovvej 2,4840,54.94115,11.8560095,8 værelser,Villa,,,D,1395000,Vest- og Sydsjælland,46 dage,https://www.boligsiden.dk/addresses/0a3f50b0-e823-32b8-e044-0003ba298018,712.000,185,1.49,2024
Agtrupvej 156,Kolding,Agtrupvej 156,6000,55.47812,9.492731,4 værelser,Villa,,,D,1995000,Sydjylland,37 dage,https://www.boligsiden.dk/addresses/0a3f50bb-dbb2-32b8-e044-0003ba298018,1.748.000,128,2.034,711
Holmetoften 46,Højbjerg,Holmetoften 46,8270,56.11151,10.182471,6 værelser,Villa,,,A2015,10500000,Østjylland,55 dage,https://www.boligsiden.dk/addresses/0a3f50c3-2961-32b8-e044-0003ba298018,9.815.000,173,5.35,881
Buhlsvej 1,Viuf,Buhlsvej 1,6052,55.586872,9.491269,1 værelser,Villa,,,F,1195000,Sydjylland,23 dage,https://www.boligsiden.dk/addresses/0a3f50bb-e972-32b8-e044-0003ba298018,1.047.000,78,1.494,901
Bramstrupvej 21,Hadsten,Bramstrupvej 21,8370,56.358418,10.149485,6 værelser,Villa,,,G,1695000,Østjylland,16 dage,https://www.boligsiden.dk/addresses/0a3f50bf-ec01-32b8-e044-0003ba298018,,146,2.246,7500
Hvinningdalvej 55,Silkeborg,Hvinningdalvej 55,8600,56.16582,9.499521,8 værelser,Villa,,,,7495000,Østjylland,6 dage,https://www.boligsiden.dk/addresses/7c75c377-354e-40b6-93f4-cffe7afd07f6,5.444.000,235,3.46,1101
Soløsevej 9,Gentofte,Soløsevej 9,2820,55.76679,12.537695,4 værelser,Villa,,,C,12995000,Københavns omegn,71 dage,https://www.boligsiden.dk/addresses/0a3f50a4-0528-32b8-e044-0003ba298018,12.348.000,168,8.657,788
Grønnegade 18,Vejen,Grønnegade 18,6600,55.471596,9.138876,5 værelser,Villa,,,D,2895000,Sydjylland,48 dage,https://www.boligsiden.dk/addresses/0a3f50ba-105a-32b8-e044-0003ba298018,2.292.000,213,2.362,1581
Rønnebærvej 14,Sakskøbing,Rønnebærvej 14,4990,54.792435,11.63839,3 værelser,Villa,,,E,650000,Vest- og Sydsjælland,Til salg i alt:1dag,https://www.boligsiden.dk/addresses/0a3f50b1-42b2-32b8-e044-0003ba298018,725.000,107,1.173,784
Fjordparken 13,Horsens,Fjordparken 13,8700,55.84226,9.85492,5 værelser,Villa,,,B,3295000,Østjylland,68 dage,https://www.boligsiden.dk/addresses/0a3f50bb-4d30-32b8-e044-0003ba298018,2.350.000,178,2.551,936
Oluf Borchs Vej 47,Aalborg,Oluf Borchs Vej 47,9000,57.02871,9.92293,8 værelser,Villa,,,D,4195000,Nordjylland,15 dage,https://www.boligsiden.dk/addresses/0a3f50ca-7ab6-32b8-e044-0003ba298018,5.739.000,341,4.615,1504
Ejbyvej 2,Højbjerg,Ejbyvej 2,8270,56.120342,10.170664,4 værelser,Villa,,,D,5249000,Østjylland,54 dage,https://www.boligsiden.dk/addresses/0a3f50c2-bc30-32b8-e044-0003ba298018,3.734.000,93,3.394,800
Solbakken 28,Holbæk,Solbakken 28,4300,55.713455,11.754809,6 værelser,Villa,,,C,4995000,Vest- og Sydsjælland,2 dage,https://www.boligsiden.dk/addresses/0a3f50ad-66d5-32b8-e044-0003ba298018,3.811.000,153,3.118,800
Viborgvej 133,Silkeborg,Viborgvej 133,8600,56.22094,9.493024,5 værelser,Landejendom/Villa,,,B,2495000,Østjylland,232 dage,https://www.boligsiden.dk/addresses/0a3f50c2-188c-32b8-e044-0003ba298018,3.330.000,232,3.489,25641
Gl Strandvej 1A,Humlebæk,Gl Strandvej 1A,3050,55.97445,12.546544,4 værelser,Villa,,,D,12000000,Nordsjælland,Til salg i alt:403dage,https://www.boligsiden.dk/addresses/0a3f50a8-2c2c-32b8-e044-0003ba298018,5.253.000,92,6.942,241
Fyrvej 9,Esbjerg V,Fyrvej 9,6710,55.49582,8.401775,5 værelser,Villa,,,C,1698000,Sydjylland,26 dage,https://www.boligsiden.dk/addresses/0a3f50b8-e125-32b8-e044-0003ba298018,1.700.000,110,2.101,603
Fredericiavej 34,Fredericia,Fredericiavej 34,7000,55.545475,9.726266,4 værelser,Villa,,,C,2995000,Sydjylland,14 dage,https://www.boligsiden.dk/addresses/0a3f50ba-9669-32b8-e044-0003ba298018,2.164.000,163,2.324,788
Nærheden 3,Låsby,Nærheden 3,8670,56.156925,9.803335,4 værelser,Villa,,,,2995000,Østjylland,47 dage,https://www.boligsiden.dk/addresses/37669230-5906-406e-bc0a-1bd234fa40e8,,130,2.164,589
Axel Meiersvej 12,Greve,Axel Meiersvej 12,2670,55.59043,12.331969,4 værelser,Villa,,,E,3250000,Østsjælland,44 dage,https://www.boligsiden.dk/addresses/0a3f50aa-de5e-32b8-e044-0003ba298018,3.815.000,139,2.958,712
Barken 35,Gistrup,Barken 35,9260,56.990738,9.987059,5 værelser,Villa,,,B,7495000,Nordjylland,49 dage,https://www.boligsiden.dk/addresses/efc1e33a-09fb-4e58-a205-532eefb05fa8,6.053.000,214,4.147,1359
Krokusvej 1,Esbjerg Ø,Krokusvej 1,6705,55.483845,8.481824,5 værelser,Villa,,,D,1698000,Sydjylland,Til salg i alt:75dage,https://www.boligsiden.dk/addresses/0a3f50b9-07da-32b8-e044-0003ba298018,1.741.000,100,1.64,466
Pilevænget 16,Løsning,Pilevænget 16,8723,55.81015,9.765814,5 værelser,Villa,,,C,1795000,Østjylland,226 dage,https://www.boligsiden.dk/addresses/0a3f50bb-249e-32b8-e044-0003ba298018,1.202.000,149,1.62,889
Rødbyvej 32,Svendborg,Rødbyvej 32,5700,55.04416,10.667685,8 værelser,Villa,,,B,5995000,Fyn,Til salg i alt:307dage,https://www.boligsiden.dk/addresses/0a3f50b5-97e9-32b8-e044-0003ba298018,4.434.000,284,3.536,1223
Klitlund 4,Frederikshavn,Klitlund 4,9900,57.458916,10.530897,5 værelser,Villa,,,C,1395000,Nordjylland,1 dag,https://www.boligsiden.dk/addresses/0a3f50c7-6aa0-32b8-e044-0003ba298018,1.440.000,135,1.693,1013
Årøvænget 18,Fredericia,Årøvænget 18,7000,55.516983,9.634656,7 værelser,Villa,,,A2020,4195000,Sydjylland,54 dage,https://www.boligsiden.dk/addresses/0a3f50ba-e65b-32b8-e044-0003ba298018,2.086.000,196,2.345,857
Konge-Åsen 134,Skælskør,Konge-Åsen 134,4230,55.254604,11.268468,4 værelser,Villa,,,E,995000,Vest- og Sydsjælland,61 dage,https://www.boligsiden.dk/addresses/0a3f50ae-68c4-32b8-e044-0003ba298018,1.172.000,125,1.501,830
Petersmindevej 27,Skørping,Petersmindevej 27,9520,56.845875,9.895055,7 værelser,Villa,,,C,4395000,Nordjylland,50 dage,https://www.boligsiden.dk/addresses/0a3f50c9-52ea-32b8-e044-0003ba298018,3.814.000,205,2.462,972
Jernbanegade 70,Thorsø,Jernbanegade 70,8881,56.299458,9.786084,5 værelser,Villa,,,C,1098000,Østjylland,574 dage,https://www.boligsiden.dk/addresses/0a3f50c5-0885-32b8-e044-0003ba298018,1.260.000,130,1.379,814
Møllevej 67,Thisted,Møllevej 67,7700,56.957336,8.677119,4 værelser,Villa,,,C,2250000,Nordjylland,50 dage,https://www.boligsiden.dk/addresses/0a3f50c6-20e8-32b8-e044-0003ba298018,2.015.000,155,2.128,1216
Falstersgade 12,Silkeborg,Falstersgade 12,8600,56.177235,9.552147,5 værelser,Villa,,,C,2695000,Østjylland,245 dage,https://www.boligsiden.dk/addresses/0a3f50c1-c90e-32b8-e044-0003ba298018,2.693.000,112,2.713,183
Thomas Kingosvej 12,Ringsted,Thomas Kingosvej 12,4100,55.461967,11.785547,5 værelser,Villa,,,,3850000,Vest- og Sydsjælland,Til salg i alt:62dage,https://www.boligsiden.dk/addresses/0a3f50ae-56d4-32b8-e044-0003ba298018,2.010.000,163,2.6,892
Mercurvej 28,Horsens,Mercurvej 28,8700,55.837654,9.807945,4 værelser,Villa,,,D,1795000,Østjylland,55 dage,https://www.boligsiden.dk/addresses/0a3f50bb-7325-32b8-e044-0003ba298018,1.893.000,120,2.291,705
Møllemarksvejen 18,Søby Ærø,Møllemarksvejen 18,5985,54.940506,10.252512,6 værelser,Villa/Fritidsbolig,,,E,1150000,Fyn,12 dage,https://www.boligsiden.dk/addresses/0a3f50b6-0e86-32b8-e044-0003ba298018,702.000,196,1.155,767
Højlundsvej 63,Østervrå,Højlundsvej 63,9750,57.33792,10.24251,4 værelser,Villa,,,D,1498000,Nordjylland,205 dage,https://www.boligsiden.dk/addresses/0a3f50c9-8220-32b8-e044-0003ba298018,1.102.000,185,1.411,1054
P O Pedersens Vej 24,Holstebro,P O Pedersens Vej 24,7500,56.37732,8.601519,5 værelser,Villa,,,C,1995000,Vestjylland,64 dage,https://www.boligsiden.dk/addresses/0a3f50be-1937-32b8-e044-0003ba298018,1.590.000,142,1.921,1089
Åløkkevej 3,Aarup,Åløkkevej 3,5560,55.372803,10.031943,7 værelser,Villa,,,F,3295000,Fyn,55 dage,https://www.boligsiden.dk/addresses/0a3f50b6-3c5f-32b8-e044-0003ba298018,2.579.000,207,2.616,13262
Jægerbakken 7,Odense S,Jægerbakken 7,5260,55.33887,10.349,4 værelser,Villa,,,D,2495000,Fyn,69 dage,https://www.boligsiden.dk/addresses/0a3f50b4-23b6-32b8-e044-0003ba298018,1.826.000,124,1.615,538
Rensdyrvej 7,Vipperød,Rensdyrvej 7,4390,55.668053,11.732909,6 værelser,Villa,,,C,2250000,Vest- og Sydsjælland,35 dage,https://www.boligsiden.dk/addresses/0a3f50ad-5ec9-32b8-e044-0003ba298018,2.533.000,150,2.436,946
Asmindrupvej 34,Vipperød,Asmindrupvej 34,4390,55.668507,11.737762,7 værelser,Villa,,,C,2695000,Vest- og Sydsjælland,57 dage,https://www.boligsiden.dk/addresses/0a3f50ad-299f-32b8-e044-0003ba298018,,197,2.352,1610
Østervang 6,Vejen,Østervang 6,6600,55.48129,9.23742,6 værelser,Villa,,,C,2095000,Sydjylland,63 dage,https://www.boligsiden.dk/addresses/0a3f50ba-2676-32b8-e044-0003ba298018,1.490.000,155,1.301,1556
Nordtoftevej 10,Søborg,Nordtoftevej 10,2860,55.725567,12.509711,4 værelser,Villa,,,C,7995000,Københavns omegn,17 dage,https://www.boligsiden.dk/addresses/0a3f50a4-713d-32b8-e044-0003ba298018,8.284.000,133,5.901,748
Trondheimparken 4,Bogense,Trondheimparken 4,5400,55.556847,10.073401,4 værelser,Villa,,,B,3695000,Fyn,30 dage,https://www.boligsiden.dk/addresses/1f7a7527-9466-403c-e044-0003ba298018,2.245.000,176,1.822,879
Dronning Louises Vej 25,Odense C,Dronning Louises Vej 25,5000,55.403816,10.363636,4 værelser,Villa,,,D,2995000,Fyn,1 dag,https://www.boligsiden.dk/addresses/0a3f50b3-bd73-32b8-e044-0003ba298018,3.269.000,90,2.569,264
Hvidegårds Ager 63,Hjørring,Hvidegårds Ager 63,9800,57.444447,10.030141,5 værelser,Villa,,,D,6995000,Nordjylland,0 dag,https://www.boligsiden.dk/addresses/4eca26b5-fd02-6765-e044-0003ba298018,4.000.000,332,2.917,16478
Skibsbakken 2,Hobro,Skibsbakken 2,9500,56.63558,9.803061,7 værelser,Villa,,,C,4195000,Nordjylland,63 dage,https://www.boligsiden.dk/addresses/0a3f50c8-6bdb-32b8-e044-0003ba298018,1.597.000,202,1.811,805
Sigridsvej 2,Ølstykke,Sigridsvej 2,3650,55.76762,12.163671,4 værelser,Villa,,,B,3795000,Nordsjælland,2 dage,https://www.boligsiden.dk/addresses/0a3f50aa-c0e3-32b8-e044-0003ba298018,3.556.000,143,3.612,817
Hyldehaven 37,Varde,Hyldehaven 37,6800,55.61657,8.499333,4 værelser,Villa,,,C,2095000,Sydjylland,260 dage,https://www.boligsiden.dk/addresses/0a3f50b9-ea1a-32b8-e044-0003ba298018,1.840.000,129,1.817,628
Sommerfuglevej 4B,Kolding,Sommerfuglevej 4B,6000,55.50632,9.506242,4 værelser,Villa,,,C,1895000,Sydjylland,Til salg i alt:0dag,https://www.boligsiden.dk/addresses/0a3f50bc-44f3-32b8-e044-0003ba298018,1.523.000,117,1.662,696
Kirketerpvej 18,Suldrup,Kirketerpvej 18,9541,56.880898,9.700472,8 værelser,Villa,,,D,1245000,Nordjylland,62 dage,https://www.boligsiden.dk/addresses/0a3f50c9-66f9-32b8-e044-0003ba298018,1.322.000,264,1.547,1334
Vandværksvej 12,Kalvehave,Vandværksvej 12,4771,54.99728,12.162596,2 værelser,Villa,,,E,1195000,Vest- og Sydsjælland,15 dage,https://www.boligsiden.dk/addresses/0a3f50af-bf15-32b8-e044-0003ba298018,797.000,86,1.192,700
Høstbuen 59,Ballerup,Høstbuen 59,2750,55.718056,12.351884,4 værelser,Villa,,,D,3695000,Københavns omegn,2 dage,https://www.boligsiden.dk/addresses/0a3f50a3-0414-32b8-e044-0003ba298018,3.823.000,125,4.001,700
Azaleavej 42,Svebølle,Azaleavej 42,4470,55.647354,11.281457,6 værelser,Villa,,,C,3845000,Vest- og Sydsjælland,19 dage,https://www.boligsiden.dk/addresses/31cfa967-81c5-42fa-bca2-0dbd2377ea0f,2.588.000,178,1.907,981
Rosningvej 77,Vesterborg,Rosningvej 77,4953,54.88047,11.322806,4 værelser,Villa/Fritidsbolig,,,G,365000,Vest- og Sydsjælland,338 dage,https://www.boligsiden.dk/addresses/0a3f50b0-fc6c-32b8-e044-0003ba298018,476.000,111,960.0,817
Borgergade 5,Spøttrup,Borgergade 5,7860,56.64399,8.807944,6 værelser,Villa,,,C,895000,Vestjylland,532 dage,https://www.boligsiden.dk/addresses/0a3f50c5-c439-32b8-e044-0003ba298018,807.000,267,1.285,540
Grønbrovej 10,Sandved,Grønbrovej 10,4262,55.25218,11.515352,4 værelser,Villa/Landejendom,,,D,3385000,Vest- og Sydsjælland,71 dage,https://www.boligsiden.dk/addresses/0a3f50ac-db18-32b8-e044-0003ba298018,1.791.000,217,2.346,10904
Ågårdvej 50,Hornslet,Ågårdvej 50,8543,56.31445,10.302751,4 værelser,Villa,,,E,2149000,Østjylland,389 dage,https://www.boligsiden.dk/addresses/0a3f50c1-6c38-32b8-e044-0003ba298018,1.992.000,131,2.645,672
Nørre Tranders Vej 70,Aalborg,Nørre Tranders Vej 70,9000,57.036526,9.965123,5 værelser,Villa,,,C,3295000,Nordjylland,15 dage,https://www.boligsiden.dk/addresses/0a3f50ca-776d-32b8-e044-0003ba298018,3.047.000,107,2.56,580
Sdr. Vilstrupvej 27,Fredericia,Sdr. Vilstrupvej 27,7000,55.555206,9.585687,3 værelser,Villa,,,D,1300000,Sydjylland,41 dage,https://www.boligsiden.dk/addresses/0a3f50ba-d623-32b8-e044-0003ba298018,1.185.000,121,1.582,957
Revlingevej 17,Varde,Revlingevej 17,6800,55.604687,8.479109,4 værelser,Villa,,,C,1998000,Sydjylland,6 dage,https://www.boligsiden.dk/addresses/0a3f50b9-f674-32b8-e044-0003ba298018,1.436.000,137,1.749,790
Nygade 2,Ryomgård,Nygade 2,8550,56.380764,10.502273,5 værelser,Villa,,,C,2798000,Østjylland,58 dage,https://www.boligsiden.dk/addresses/0a3f50c0-5f70-32b8-e044-0003ba298018,1.369.000,158,1.628,477
Sundbylillevej 14,Slangerup,Sundbylillevej 14,3550,55.83087,12.16064,4 værelser,Villa,,,D,2250000,Nordsjælland,70 dage,https://www.boligsiden.dk/addresses/0a3f50aa-95e9-32b8-e044-0003ba298018,2.496.000,114,3.54,913
Alleen 14,Løgstør,Alleen 14,9670,56.965763,9.257021,5 værelser,Villa,,,E,2750000,Nordjylland,55 dage,https://www.boligsiden.dk/addresses/0a3f50c8-7f09-32b8-e044-0003ba298018,1.834.000,205,1.66,775
Bøgelundvej 44A,Lemvig,Bøgelundvej 44A,7620,56.52394,8.220809,3 værelser,Villa,,,D,395000,Vestjylland,58 dage,https://www.boligsiden.dk/addresses/0a3f50be-6846-32b8-e044-0003ba298018,463.000,150,1.351,872
Blomsterhaven 24,Holbæk,Blomsterhaven 24,4300,55.710655,11.749918,7 værelser,Villa,,,C,4495000,Vest- og Sydsjælland,11 dage,https://www.boligsiden.dk/addresses/0a3f50ad-2f39-32b8-e044-0003ba298018,4.387.000,220,3.478,879
Mariendalsvej 3,Frederikssund,Mariendalsvej 3,3600,,,4 værelser,Villa,,,C,4200000,Nordsjælland,59 dage,https://www.boligsiden.dk/addresses/4d67843b-68a8-47b4-92e3-9022162e7f7a,,193,5.773,788
Tendrupvej 6,Hornslet,Tendrupvej 6,8543,56.318615,10.313568,6 værelser,Villa,,,D,3795000,Østjylland,339 dage,https://www.boligsiden.dk/addresses/0a3f50c1-68fc-32b8-e044-0003ba298018,2.754.000,160,2.956,971
Søndervang 1,Tylstrup,Søndervang 1,9382,57.194626,9.946499,4 værelser,Villa,,,F,645000,Nordjylland,Til salg i alt:64dage,https://www.boligsiden.dk/addresses/0a3f50ca-d39c-32b8-e044-0003ba298018,810.000,108,1.188,805
Vinkelvej 107,Viborg,Vinkelvej 107,8800,56.42231,9.449454,6 værelser,Villa,,,D,1700000,Vestjylland,58 dage,https://www.boligsiden.dk/addresses/0a3f50c6-a8a8-32b8-e044-0003ba298018,,193,2.324,5221
Jyllandsgade 59,Skørping,Jyllandsgade 59,9520,56.833977,9.897691,5 værelser,Villa,,,D,3100000,Nordjylland,3 dage,https://www.boligsiden.dk/addresses/0a3f50c9-4f92-32b8-e044-0003ba298018,2.377.000,160,2.239,990
Skovbrynet 32,Haderslev,Skovbrynet 32,6100,55.22822,9.493119,5 værelser,Villa,,,D,1495000,Sydjylland,69 dage,https://www.boligsiden.dk/addresses/0a3f50b6-dab2-32b8-e044-0003ba298018,1.244.000,138,1.709,472
Rungsted Strandvej 303,Hørsholm,Rungsted Strandvej 303,2970,55.910084,12.52339,7 værelser,Villa,,,B,11500000,Nordsjælland,54 dage,https://www.boligsiden.dk/addresses/0a3f50aa-1d75-32b8-e044-0003ba298018,9.067.000,274,6.288,1057
Rosningvej 52,Vesterborg,Rosningvej 52,4953,54.875835,11.310641,5 værelser,Villa,,,E,325000,Vest- og Sydsjælland,69 dage,https://www.boligsiden.dk/addresses/0a3f50b0-fc65-32b8-e044-0003ba298018,407.000,139,2.804,777
Vestergade 41,Odder,Vestergade 41,8300,55.913517,10.248737,6 værelser,Villa,,,C,2898000,Østjylland,6 dage,https://www.boligsiden.dk/addresses/0a3f50c0-bc72-32b8-e044-0003ba298018,2.463.000,143,2.394,700
